STT,Mã tỉnh (BNV),Tên tỉnh/TP mới,Mã tỉnh (TMS),Số tự tăng,Mã phường/xã mới,Tên Phường/Xã mới,Trạng thái rà soát cuối
1691,18,Tỉnh Hà Tĩnh,405,27,40513027,Xã Toàn Lưu,
1692,18,Tỉnh Hà Tĩnh,405,28,40513028,Xã Việt Xuyên,
1693,18,Tỉnh Hà Tĩnh,405,29,40513029,Xã Đông Kinh,
1694,18,Tỉnh Hà Tĩnh,405,30,40513030,Xã Thạch Xuân,
1695,18,Tỉnh Hà Tĩnh,405,31,40513031,Xã Lộc Hà,
1696,18,Tỉnh Hà Tĩnh,405,32,40513032,Xã Hồng Lộc,
1697,18,Tỉnh Hà Tĩnh,405,33,40513033,Xã Mai Phụ,
1698,18,Tỉnh Hà Tĩnh,405,34,40511034,Xã Can Lộc,
1699,18,Tỉnh Hà Tĩnh,405,35,40511035,Xã Tùng Lộc,
1700,18,Tỉnh Hà Tĩnh,405,36,40511036,Xã Gia Hanh,
1701,18,Tỉnh Hà Tĩnh,405,37,40511037,Xã Trường Lưu,
1702,18,Tỉnh Hà Tĩnh,405,38,40511038,Xã Xuân Lộc,
1703,18,Tỉnh Hà Tĩnh,405,39,40511039,Xã Đồng Lộc,
1704,18,Tỉnh Hà Tĩnh,405,40,40503040,Phường Bắc Hồng Lĩnh,
1705,18,Tỉnh Hà Tĩnh,405,41,40503041,Phường Nam Hồng Lĩnh,
1706,18,Tỉnh Hà Tĩnh,405,42,40505042,Xã Tiên Điền,
1707,18,Tỉnh Hà Tĩnh,405,43,40505043,Xã Nghi Xuân,
1708,18,Tỉnh Hà Tĩnh,405,44,40505044,Xã Cổ Đạm,
1709,18,Tỉnh Hà Tĩnh,405,45,40505045,Xã Đan Hải,
1710,18,Tỉnh Hà Tĩnh,405,46,40507046,Xã Đức Thọ,
1711,18,Tỉnh Hà Tĩnh,405,47,40507047,Xã Đức Quang,
1712,18,Tỉnh Hà Tĩnh,405,48,40507048,Xã Đức Đồng,
1713,18,Tỉnh Hà Tĩnh,405,49,40507049,Xã Đức Thịnh,
1714,18,Tỉnh Hà Tĩnh,405,50,40507050,Xã Đức Minh,
1715,18,Tỉnh Hà Tĩnh,405,51,40509051,Xã Hương Sơn,
1716,18,Tỉnh Hà Tĩnh,405,52,40509052,Xã Sơn Tây,
1717,18,Tỉnh Hà Tĩnh,405,53,40509053,Xã Tứ Mỹ,
1718,18,Tỉnh Hà Tĩnh,405,54,40509054,Xã Sơn Giang,
1719,18,Tỉnh Hà Tĩnh,405,55,40509055,Xã Sơn Tiến,
1720,18,Tỉnh Hà Tĩnh,405,56,40509056,Xã Sơn Hồng,
1721,18,Tỉnh Hà Tĩnh,405,57,40509057,Xã Kim Hoa,
1722,18,Tỉnh Hà Tĩnh,405,58,40521058,Xã Vũ Quang,
1723,18,Tỉnh Hà Tĩnh,405,59,40521059,Xã Mai Hoa,
1724,18,Tỉnh Hà Tĩnh,405,60,40521060,Xã Thượng Đức,
1725,18,Tỉnh Hà Tĩnh,405,61,40517061,Xã Hương Khê,
1726,18,Tỉnh Hà Tĩnh,405,62,40517062,Xã Hương Phố,
1727,18,Tỉnh Hà Tĩnh,405,63,40517063,Xã Hương Đô,
1728,18,Tỉnh Hà Tĩnh,405,64,40517064,Xã Hà Linh,
1729,18,Tỉnh Hà Tĩnh,405,65,40517065,Xã Hương Bình,
1730,18,Tỉnh Hà Tĩnh,405,66,40517066,Xã Phúc Trạch,
1731,18,Tỉnh Hà Tĩnh,405,67,40517067,Xã Hương Xuân,
1732,18,Tỉnh Hà Tĩnh,405,68,40509068,Xã Sơn Kim 1,
1733,18,Tỉnh Hà Tĩnh,405,69,40509069,Xã Sơn Kim 2,
1771,19,Tỉnh Quảng Trị,409,1,40701001,Phường Đồng Hới,
1772,19,Tỉnh Quảng Trị,409,2,40701002,Phường Đồng Thuận,
1773,19,Tỉnh Quảng Trị,409,3,40701003,Phường Đồng Sơn,
1774,19,Tỉnh Quảng Trị,409,4,40715004,Xã Nam Gianh,
1775,19,Tỉnh Quảng Trị,409,5,40715005,Xã Nam Ba Đồn,
1776,19,Tỉnh Quảng Trị,409,6,40715006,Phường Ba Đồn,
1777,19,Tỉnh Quảng Trị,409,7,40715007,Phường Bắc Gianh,
1778,19,Tỉnh Quảng Trị,409,8,40705008,Xã Dân Hóa,
1779,19,Tỉnh Quảng Trị,409,9,40705009,Xã Kim Điền,
1780,19,Tỉnh Quảng Trị,409,10,40705010,Xã Kim Phú,
1781,19,Tỉnh Quảng Trị,409,11,40705011,Xã Minh Hóa,
1782,19,Tỉnh Quảng Trị,409,12,40705012,Xã Tân Thành,
1783,19,Tỉnh Quảng Trị,409,13,40703013,Xã Tuyên Lâm,
1784,19,Tỉnh Quảng Trị,409,14,40703014,Xã Tuyên Sơn,
1785,19,Tỉnh Quảng Trị,409,15,40703015,Xã Đồng Lê,
1786,19,Tỉnh Quảng Trị,409,16,40703016,Xã Tuyên Phú,
1787,19,Tỉnh Quảng Trị,409,17,40703017,Xã Tuyên Bình,
1788,19,Tỉnh Quảng Trị,409,18,40703018,Xã Tuyên Hóa,
1789,19,Tỉnh Quảng Trị,409,19,40707019,Xã Tân Gianh,
1790,19,Tỉnh Quảng Trị,409,20,40707020,Xã Trung Thuần,
1791,19,Tỉnh Quảng Trị,409,21,40707021,Xã Quảng Trạch,
1792,19,Tỉnh Quảng Trị,409,22,40707022,Xã Hoà Trạch,
1793,19,Tỉnh Quảng Trị,409,23,40707023,Xã Phú Trạch,
1794,19,Tỉnh Quảng Trị,409,24,40709024,Xã Thượng Trạch,
1795,19,Tỉnh Quảng Trị,409,25,40709025,Xã Phong Nha,
1796,19,Tỉnh Quảng Trị,409,26,40709026,Xã Bắc Trạch,
1797,19,Tỉnh Quảng Trị,409,27,40709027,Xã Đông Trạch,
1798,19,Tỉnh Quảng Trị,409,28,40709028,Xã Hoàn Lão,
1799,19,Tỉnh Quảng Trị,409,29,40709029,Xã Bố Trạch,
1800,19,Tỉnh Quảng Trị,409,30,40709030,Xã Nam Trạch,
1801,19,Tỉnh Quảng Trị,409,31,40711031,Xã Quảng Ninh,
1802,19,Tỉnh Quảng Trị,409,32,40711032,Xã Ninh Châu,
1803,19,Tỉnh Quảng Trị,409,33,40711033,Xã Trường Ninh,
1804,19,Tỉnh Quảng Trị,409,34,40711034,Xã Trường Sơn,
1805,19,Tỉnh Quảng Trị,409,35,40713035,Xã Lệ Thủy,
1806,19,Tỉnh Quảng Trị,409,36,40713036,Xã Cam Hồng,
1807,19,Tỉnh Quảng Trị,409,37,40713037,Xã Sen Ngư,
1808,19,Tỉnh Quảng Trị,409,38,40713038,Xã Tân Mỹ,
1809,19,Tỉnh Quảng Trị,409,39,40713039,Xã Trường Phú,
1810,19,Tỉnh Quảng Trị,409,40,40713040,Xã Lệ Ninh,
1811,19,Tỉnh Quảng Trị,409,41,40713041,Xã Kim Ngân,
1737,19,Tỉnh Quảng Trị,409,42,40901042,Phường Đông Hà,
1738,19,Tỉnh Quảng Trị,409,43,40901043,Phường Nam Đông Hà,
1770,19,Tỉnh Quảng Trị,409,44,40903044,Phường Quảng Trị,
1751,19,Tỉnh Quảng Trị,409,45,40905045,Xã Vĩnh Linh,
1752,19,Tỉnh Quảng Trị,409,46,40905046,Xã Cửa Tùng,
1753,19,Tỉnh Quảng Trị,409,47,40905047,Xã Vĩnh Hoàng,
1754,19,Tỉnh Quảng Trị,409,48,40905048,Xã Vĩnh Thủy,
1755,19,Tỉnh Quảng Trị,409,49,40905049,Xã Bến Quan,
1756,19,Tỉnh Quảng Trị,409,50,40907050,Xã Cồn Tiên,
1757,19,Tỉnh Quảng Trị,409,51,40907051,Xã Cửa Việt,
1758,19,Tỉnh Quảng Trị,409,52,40907052,Xã Gio Linh,
1759,19,Tỉnh Quảng Trị,409,53,40907053,Xã Bến Hải,
1739,19,Tỉnh Quảng Trị,409,54,40915054,Xã Hướng Lập,
1740,19,Tỉnh Quảng Trị,409,55,40915055,Xã Hướng Phùng,
1741,19,Tỉnh Quảng Trị,409,56,40915056,Xã Khe Sanh,
1742,19,Tỉnh Quảng Trị,409,57,40915057,Xã Tân Lập,
1743,19,Tỉnh Quảng Trị,409,58,40915058,Xã Lao Bảo,
1744,19,Tỉnh Quảng Trị,409,59,40915059,Xã Lìa,
1745,19,Tỉnh Quảng Trị,409,60,40915060,Xã A Dơi,
1746,19,Tỉnh Quảng Trị,409,61,40917061,Xã La Lay,
1747,19,Tỉnh Quảng Trị,409,62,40917062,Xã Tà Rụt,
1748,19,Tỉnh Quảng Trị,409,63,40917063,Xã Đakrông,
1749,19,Tỉnh Quảng Trị,409,64,40917064,Xã Ba Lòng,
1750,19,Tỉnh Quảng Trị,409,65,40917065,Xã Hướng Hiệp,
1735,19,Tỉnh Quảng Trị,409,66,40909066,Xã Cam Lộ,
1736,19,Tỉnh Quảng Trị,409,67,40909067,Xã Hiếu Giang,
1760,19,Tỉnh Quảng Trị,409,68,40911068,Xã Triệu Phong,
1761,19,Tỉnh Quảng Trị,409,69,40911069,Xã Ái Tử,
1762,19,Tỉnh Quảng Trị,409,70,40911070,Xã Triệu Bình,
1763,19,Tỉnh Quảng Trị,409,71,40911071,Xã Triệu Cơ,
1764,19,Tỉnh Quảng Trị,409,72,40911072,Xã Nam Cửa Việt,
1765,19,Tỉnh Quảng Trị,409,73,40913073,Xã Diên Sanh,
1766,19,Tỉnh Quảng Trị,409,74,40913074,Xã Mỹ Thủy,
1767,19,Tỉnh Quảng Trị,409,75,40913075,Xã Hải Lăng,
1768,19,Tỉnh Quảng Trị,409,76,40913076,Xã Vĩnh Định,
1769,19,Tỉnh Quảng Trị,409,77,40913077,Xã Nam Hải Lăng,
1734,19,Tỉnh Quảng Trị,409,78,40919078,Đặc khu Cồn Cỏ,
1812,20,Thành phố Huế,411,1,41109001,Phường Thuận An,
1813,20,Thành phố Huế,411,2,41119002,Phường Hóa Châu,
1814,20,Thành phố Huế,411,3,41109003,Phường Mỹ Thượng,
1815,20,Thành phố Huế,411,4,41101004,Phường Vỹ Dạ,
1816,20,Thành phố Huế,411,5,41101005,Phường Thuận Hóa,
1817,20,Thành phố Huế,411,6,41101006,Phường An Cựu,
1818,20,Thành phố Huế,411,7,41101007,Phường Thủy Xuân,
1819,20,Thành phố Huế,411,8,41119008,Phường Kim Long,
1820,20,Thành phố Huế,411,9,41119009,Phường Hương An,
1821,20,Thành phố Huế,411,10,41119010,Phường Phú Xuân,
1822,20,Thành phố Huế,411,11,41107011,Phường Hương Trà,
1823,20,Thành phố Huế,411,12,41107012,Phường Kim Trà,
1824,20,Thành phố Huế,411,13,41111013,Phường Thanh Thủy,
1825,20,Thành phố Huế,411,14,41111014,Phường Hương Thủy,
1826,20,Thành phố Huế,411,15,41111015,Phường Phú Bài,
1827,20,Thành phố Huế,411,16,41103016,Phường Phong Điền,
1828,20,Thành phố Huế,411,17,41103017,Phường Phong Thái,
1829,20,Thành phố Huế,411,18,41103018,Phường Phong Dinh,
1830,20,Thành phố Huế,411,19,41103019,Phường Phong Phú,
1831,20,Thành phố Huế,411,20,41105020,Phường Phong Quảng,
1832,20,Thành phố Huế,411,21,41105021,Xã Đan Điền,
1833,20,Thành phố Huế,411,22,41105022,Xã Quảng Điền,
1834,20,Thành phố Huế,411,23,41109023,Xã Phú Vinh,
1835,20,Thành phố Huế,411,24,41109024,Xã Phú Hồ,
1836,20,Thành phố Huế,411,25,41109025,Xã Phú Vang,
1837,20,Thành phố Huế,411,26,41113026,Xã Vinh Lộc,
1838,20,Thành phố Huế,411,27,41113027,Xã Hưng Lộc,
1839,20,Thành phố Huế,411,28,41113028,Xã Lộc An,
1840,20,Thành phố Huế,411,29,41113029,Xã Phú Lộc,
1841,20,Thành phố Huế,411,30,41113030,Xã Chân Mây – Lăng Cô,
1842,20,Thành phố Huế,411,31,41113031,Xã Long Quảng,
1843,20,Thành phố Huế,411,32,41113032,Xã Nam Đông,
1844,20,Thành phố Huế,411,33,41113033,Xã Khe Tre,
1845,20,Thành phố Huế,411,34,41107034,Xã Bình Điền,
1846,20,Thành phố Huế,411,35,41115035,Xã A Lưới 1,
1847,20,Thành phố Huế,411,36,41115036,Xã A Lưới 2,
1848,20,Thành phố Huế,411,37,41115037,Xã A Lưới 3,
1849,20,Thành phố Huế,411,38,41115038,Xã A Lưới 4,
1850,20,Thành phố Huế,411,39,41115039,Xã A Lưới 5,
1851,20,Thành phố Huế,411,40,41101040,Phường Dương Nỗ,
1930,21,Tp Đà Nẵng,501,1,50101001,Phường Hải Châu,
1931,21,Tp Đà Nẵng,501,2,50101002,Phường Hoà Cường,
1932,21,Tp Đà Nẵng,501,3,50103003,Phường Thanh Khê,
1933,21,Tp Đà Nẵng,501,4,50115004,Phường An Khê,
1934,21,Tp Đà Nẵng,501,5,50105005,Phường An Hải,
1935,21,Tp Đà Nẵng,501,6,50105006,Phường Sơn Trà,
1936,21,Tp Đà Nẵng,501,7,50107007,Phường Ngũ Hành Sơn,
1937,21,Tp Đà Nẵng,501,8,50109008,Phường Hoà Khánh,
1938,21,Tp Đà Nẵng,501,9,50109009,Phường Hải Vân,
1939,21,Tp Đà Nẵng,501,10,50109010,Phường Liên Chiểu,
1940,21,Tp Đà Nẵng,501,11,50115011,Phường Cẩm Lệ,
1941,21,Tp Đà Nẵng,501,12,50111012,Phường Hoà Xuân,
1942,21,Tp Đà Nẵng,501,13,50111013,Xã Hoà Vang,
1943,21,Tp Đà Nẵng,501,14,50111014,Xã Hoà Tiến,
1944,21,Tp Đà Nẵng,501,15,50111015,Xã Bà Nà,
1945,21,Tp Đà Nẵng,501,16,50113016,Đặc khu Hoàng Sa,
1852,21,Tp Đà Nẵng,501,17,50325017,Xã Núi Thành,
1853,21,Tp Đà Nẵng,501,18,50325018,Xã Tam Mỹ,
1854,21,Tp Đà Nẵng,501,19,50325019,Xã Tam Anh,
1855,21,Tp Đà Nẵng,501,20,50325020,Xã Đức Phú,
1856,21,Tp Đà Nẵng,501,21,50325021,Xã Tam Xuân,
1857,21,Tp Đà Nẵng,501,22,50325022,Xã Tam Hải,
1858,21,Tp Đà Nẵng,501,23,50301023,Phường Tam Kỳ,
1859,21,Tp Đà Nẵng,501,24,50301024,Phường Quảng Phú,
1860,21,Tp Đà Nẵng,501,25,50301025,Phường Hương Trà,
1861,21,Tp Đà Nẵng,501,26,50301026,Phường Bàn Thạch,
1862,21,Tp Đà Nẵng,501,27,50302027,Xã Tây Hồ,
1863,21,Tp Đà Nẵng,501,28,50302028,Xã Chiên Đàn,
1864,21,Tp Đà Nẵng,501,29,50302029,Xã Phú Ninh,
1865,21,Tp Đà Nẵng,501,30,50321030,Xã Lãnh Ngọc,
1866,21,Tp Đà Nẵng,501,31,50321031,Xã Tiên Phước,
1867,21,Tp Đà Nẵng,501,32,50321032,Xã Thạnh Bình,
1868,21,Tp Đà Nẵng,501,33,50321033,Xã Sơn Cẩm Hà,
1869,21,Tp Đà Nẵng,501,34,50327034,Xã Trà Liên,
1870,21,Tp Đà Nẵng,501,35,50327035,Xã Trà Giáp,
1871,21,Tp Đà Nẵng,501,36,50327036,Xã Trà Tân,
1872,21,Tp Đà Nẵng,501,37,50327037,Xã Trà Đốc,
1873,21,Tp Đà Nẵng,501,38,50327038,Xã Trà My,
1874,21,Tp Đà Nẵng,501,39,50329039,Xã Nam Trà My,
1875,21,Tp Đà Nẵng,501,40,50329040,Xã Trà Tập,
1876,21,Tp Đà Nẵng,501,41,50329041,Xã Trà Vân,
1877,21,Tp Đà Nẵng,501,42,50329042,Xã Trà Linh,
1878,21,Tp Đà Nẵng,501,43,50329043,Xã Trà Leng,
1879,21,Tp Đà Nẵng,501,44,50315044,Xã Thăng Bình,
1880,21,Tp Đà Nẵng,501,45,50315045,Xã Thăng An,
1881,21,Tp Đà Nẵng,501,46,50315046,Xã Thăng Trường,
1882,21,Tp Đà Nẵng,501,47,50315047,Xã Thăng Điền,
1883,21,Tp Đà Nẵng,501,48,50315048,Xã Thăng Phú,
1884,21,Tp Đà Nẵng,501,49,50315049,Xã Đồng Dương,
1885,21,Tp Đà Nẵng,501,50,50317050,Xã Quế Sơn Trung,
1886,21,Tp Đà Nẵng,501,51,50317051,Xã Quế Sơn,
1887,21,Tp Đà Nẵng,501,52,50317052,Xã Xuân Phú,
1888,21,Tp Đà Nẵng,501,53,50317053,Xã Nông Sơn,
1889,21,Tp Đà Nẵng,501,54,50317054,Xã Quế Phước,
1890,21,Tp Đà Nẵng,501,55,50311055,Xã Duy Nghĩa,
1891,21,Tp Đà Nẵng,501,56,50311056,Xã Nam Phước,
1892,21,Tp Đà Nẵng,501,57,50311057,Xã Duy Xuyên,
1893,21,Tp Đà Nẵng,501,58,50311058,Xã Thu Bồn,
1894,21,Tp Đà Nẵng,501,59,50309059,Phường Điện Bàn,
1895,21,Tp Đà Nẵng,501,60,50309060,Phường Điện Bàn Đông,
1896,21,Tp Đà Nẵng,501,61,50309061,Phường An Thắng,
1897,21,Tp Đà Nẵng,501,62,50309062,Phường Điện Bàn Bắc,
1898,21,Tp Đà Nẵng,501,63,50309063,Xã Điện Bàn Tây,
1899,21,Tp Đà Nẵng,501,64,50309064,Xã Gò Nổi,
1900,21,Tp Đà Nẵng,501,65,50303065,Phường Hội An,
1901,21,Tp Đà Nẵng,501,66,50303066,Phường Hội An Đông,
1902,21,Tp Đà Nẵng,501,67,50303067,Phường Hội An Tây,
1903,21,Tp Đà Nẵng,501,68,50303068,Xã Tân Hiệp,
1904,21,Tp Đà Nẵng,501,69,50307069,Xã Đại Lộc,
1905,21,Tp Đà Nẵng,501,70,50307070,Xã Hà Nha,
1906,21,Tp Đà Nẵng,501,71,50307071,Xã Thượng Đức,
1907,21,Tp Đà Nẵng,501,72,50307072,Xã Vu Gia,
1908,21,Tp Đà Nẵng,501,73,50307073,Xã Phú Thuận,
1909,21,Tp Đà Nẵng,501,74,50313074,Xã Thạnh Mỹ,
1910,21,Tp Đà Nẵng,501,75,50313075,Xã Bến Giằng,
1911,21,Tp Đà Nẵng,501,76,50313076,Xã Nam Giang,
1912,21,Tp Đà Nẵng,501,77,50313077,Xã Đắc Pring,
1913,21,Tp Đà Nẵng,501,78,50313078,Xã La Dêê,
1914,21,Tp Đà Nẵng,501,79,50313079,Xã La Êê,
1915,21,Tp Đà Nẵng,501,80,50305080,Xã Sông Vàng,
1916,21,Tp Đà Nẵng,501,81,50305081,Xã Sông Kôn,
1917,21,Tp Đà Nẵng,501,82,50305082,Xã Đông Giang,
1918,21,Tp Đà Nẵng,501,83,50305083,Xã Bến Hiên,
1919,21,Tp Đà Nẵng,501,84,50304084,Xã Avương,
1920,21,Tp Đà Nẵng,501,85,50304085,Xã Tây Giang,
1921,21,Tp Đà Nẵng,501,86,50304086,Xã Hùng Sơn,
1922,21,Tp Đà Nẵng,501,87,50319087,Xã Hiệp Đức,
1923,21,Tp Đà Nẵng,501,88,50319088,Xã Việt An,
1924,21,Tp Đà Nẵng,501,89,50319089,Xã Phước Trà,
1925,21,Tp Đà Nẵng,501,90,50323090,Xã Khâm Đức,
1926,21,Tp Đà Nẵng,501,91,50323091,Xã Phước Năng,
1927,21,Tp Đà Nẵng,501,92,50323092,Xã Phước Chánh,
1928,21,Tp Đà Nẵng,501,93,50323093,Xã Phước Thành,
1929,21,Tp Đà Nẵng,501,94,50323094,Xã Phước Hiệp,
1986,22,Tỉnh Quảng Ngãi,505,1,50501001,Xã Tịnh Khê,
1987,22,Tỉnh Quảng Ngãi,505,2,50501002,Phường Trương Quang Trọng,
1988,22,Tỉnh Quảng Ngãi,505,3,50501003,Xã An Phú,
1989,22,Tỉnh Quảng Ngãi,505,4,50501004,Phường Cẩm Thành,
1990,22,Tỉnh Quảng Ngãi,505,5,50501005,Phường Nghĩa Lộ,
1991,22,Tỉnh Quảng Ngãi,505,6,50523006,Phường Trà Câu,
1992,22,Tỉnh Quảng Ngãi,505,7,50523007,Xã Nguyễn Nghiêm,
1993,22,Tỉnh Quảng Ngãi,505,8,50523008,Phường Đức Phổ,
1994,22,Tỉnh Quảng Ngãi,505,9,50523009,Xã Khánh Cường,
1995,22,Tỉnh Quảng Ngãi,505,10,50523010,Phường Sa Huỳnh,
1996,22,Tỉnh Quảng Ngãi,505,11,50505011,Xã Bình Minh,
1997,22,Tỉnh Quảng Ngãi,505,12,50505012,Xã Bình Chương,
1998,22,Tỉnh Quảng Ngãi,505,13,50505013,Xã Bình Sơn,
1999,22,Tỉnh Quảng Ngãi,505,14,50505014,Xã Vạn Tường,
2000,22,Tỉnh Quảng Ngãi,505,15,50505015,Xã Đông Sơn,
2001,22,Tỉnh Quảng Ngãi,505,16,50509016,Xã Trường Giang,
2002,22,Tỉnh Quảng Ngãi,505,17,50509017,Xã Ba Gia,
2003,22,Tỉnh Quảng Ngãi,505,18,50509018,Xã Sơn Tịnh,
2004,22,Tỉnh Quảng Ngãi,505,19,50509019,Xã Thọ Phong,
2005,22,Tỉnh Quảng Ngãi,505,20,50515020,Xã Tư Nghĩa,
2006,22,Tỉnh Quảng Ngãi,505,21,50515021,Xã Vệ Giang,
2007,22,Tỉnh Quảng Ngãi,505,22,50515022,Xã Nghĩa Giang,
2008,22,Tỉnh Quảng Ngãi,505,23,50515023,Xã Trà Giang,
2009,22,Tỉnh Quảng Ngãi,505,24,50517024,Xã Nghĩa Hành,
2010,22,Tỉnh Quảng Ngãi,505,25,50517025,Xã Đình Cương,
2011,22,Tỉnh Quảng Ngãi,505,26,50517026,Xã Thiện Tín,
2012,22,Tỉnh Quảng Ngãi,505,27,50517027,Xã Phước Giang,
2013,22,Tỉnh Quảng Ngãi,505,28,50521028,Xã Long Phụng,
2014,22,Tỉnh Quảng Ngãi,505,29,50521029,Xã Mỏ Cày,
2015,22,Tỉnh Quảng Ngãi,505,30,50521030,Xã Mộ Đức,
2016,22,Tỉnh Quảng Ngãi,505,31,50521031,Xã Lân Phong,
2017,22,Tỉnh Quảng Ngãi,505,32,50507032,Xã Trà Bồng,
2018,22,Tỉnh Quảng Ngãi,505,33,50507033,Xã Đông Trà Bồng,
2019,22,Tỉnh Quảng Ngãi,505,34,50507034,Xã Tây Trà,
2020,22,Tỉnh Quảng Ngãi,505,35,50507035,Xã Thanh Bồng,
2021,22,Tỉnh Quảng Ngãi,505,36,50507036,Xã Cà Đam,
2022,22,Tỉnh Quảng Ngãi,505,37,50507037,Xã Tây Trà Bồng,
2023,22,Tỉnh Quảng Ngãi,505,38,50513038,Xã Sơn Hạ,
2024,22,Tỉnh Quảng Ngãi,505,39,50513039,Xã Sơn Linh,
2025,22,Tỉnh Quảng Ngãi,505,40,50513040,Xã Sơn Hà,
2026,22,Tỉnh Quảng Ngãi,505,41,50513041,Xã Sơn Thủy,
2027,22,Tỉnh Quảng Ngãi,505,42,50513042,Xã Sơn Kỳ,
2028,22,Tỉnh Quảng Ngãi,505,43,50511043,Xã Sơn Tây,
2029,22,Tỉnh Quảng Ngãi,505,44,50511044,Xã Sơn Tây Thượng,
2030,22,Tỉnh Quảng Ngãi,505,45,50511045,Xã Sơn Tây Hạ,
2031,22,Tỉnh Quảng Ngãi,505,46,50519046,Xã Minh Long,
2032,22,Tỉnh Quảng Ngãi,505,47,50519047,Xã Sơn Mai,
2033,22,Tỉnh Quảng Ngãi,505,48,50525048,Xã Ba Vì,
2034,22,Tỉnh Quảng Ngãi,505,49,50525049,Xã Ba Tô,
2035,22,Tỉnh Quảng Ngãi,505,50,50525050,Xã Ba Dinh,
2036,22,Tỉnh Quảng Ngãi,505,51,50525051,Xã Ba Tơ,
2037,22,Tỉnh Quảng Ngãi,505,52,50525052,Xã Ba Vinh,
2038,22,Tỉnh Quảng Ngãi,505,53,50525053,Xã Ba Động,
2039,22,Tỉnh Quảng Ngãi,505,54,50525054,Xã Đặng Thùy Trâm,
2040,22,Tỉnh Quảng Ngãi,505,55,50525055,Xã Ba Xa,
2041,22,Tỉnh Quảng Ngãi,505,56,50503056,Đặc khu Lý Sơn,
1946,22,Tỉnh Quảng Ngãi,505,57,60101057,Phường Kon Tum,
1947,22,Tỉnh Quảng Ngãi,505,58,60101058,Phường Đăk Cấm,
1948,22,Tỉnh Quảng Ngãi,505,59,60101059,Phường Đăk BLa,
1949,22,Tỉnh Quảng Ngãi,505,60,60101060,Xã Ngọk Bay,
1950,22,Tỉnh Quảng Ngãi,505,61,60101061,Xã Ia Chim,
1951,22,Tỉnh Quảng Ngãi,505,62,60101062,Xã Đăk Rơ Wa,
1952,22,Tỉnh Quảng Ngãi,505,63,60111063,Xã Đăk Pxi,
1953,22,Tỉnh Quảng Ngãi,505,64,60111064,Xã Đăk Mar,
1954,22,Tỉnh Quảng Ngãi,505,65,60111065,Xã Đăk Ui,
1955,22,Tỉnh Quảng Ngãi,505,66,60111066,Xã Ngọk Réo,
1956,22,Tỉnh Quảng Ngãi,505,67,60111067,Xã Đăk Hà,
1957,22,Tỉnh Quảng Ngãi,505,68,60107068,Xã Ngọk Tụ,
1958,22,Tỉnh Quảng Ngãi,505,69,60107069,Xã Đăk Tô,
1959,22,Tỉnh Quảng Ngãi,505,70,60107070,Xã Kon Đào,
1960,22,Tỉnh Quảng Ngãi,505,71,60115071,Xã Đăk Sao,
1961,22,Tỉnh Quảng Ngãi,505,72,60115072,Xã Đăk Tờ Kan,
1962,22,Tỉnh Quảng Ngãi,505,73,60115073,Xã Tu Mơ Rông,
1963,22,Tỉnh Quảng Ngãi,505,74,60115074,Xã Măng Ri,
1964,22,Tỉnh Quảng Ngãi,505,75,60105075,Xã Bờ Y,
1965,22,Tỉnh Quảng Ngãi,505,76,60105076,Xã Sa Loong,
1966,22,Tỉnh Quảng Ngãi,505,77,60105077,Xã Dục Nông,
1967,22,Tỉnh Quảng Ngãi,505,78,60103078,Xã Xốp,
1968,22,Tỉnh Quảng Ngãi,505,79,60103079,Xã Ngọc Linh,
1969,22,Tỉnh Quảng Ngãi,505,80,60103080,Xã Đăk Plô,
1970,22,Tỉnh Quảng Ngãi,505,81,60103081,Xã Đăk Pék,
1971,22,Tỉnh Quảng Ngãi,505,82,60103082,Xã Đăk Môn,
1972,22,Tỉnh Quảng Ngãi,505,83,60113083,Xã Sa Thầy,
1973,22,Tỉnh Quảng Ngãi,505,84,60113084,Xã Sa Bình,
1974,22,Tỉnh Quảng Ngãi,505,85,60113085,Xã Ya Ly,
1975,22,Tỉnh Quảng Ngãi,505,86,60114086,Xã Ia Tơi,
1976,22,Tỉnh Quảng Ngãi,505,87,60108087,Xã Đăk Kôi,
1977,22,Tỉnh Quảng Ngãi,505,88,60108088,Xã Kon Braih,
1978,22,Tỉnh Quảng Ngãi,505,89,60108089,Xã Đăk Rve,
1979,22,Tỉnh Quảng Ngãi,505,90,60109090,Xã Măng Đen,
1980,22,Tỉnh Quảng Ngãi,505,91,60109091,Xã Măng Bút,
1981,22,Tỉnh Quảng Ngãi,505,92,60109092,Xã Kon Plông,
1982,22,Tỉnh Quảng Ngãi,505,93,60103093,Xã Đăk Long,
1983,22,Tỉnh Quảng Ngãi,505,94,60113094,Xã Rờ Kơi,
1984,22,Tỉnh Quảng Ngãi,505,95,60113095,Xã Mô Rai,
1985,22,Tỉnh Quảng Ngãi,505,96,60114096,Xã Ia Đal,
2042,23,Tỉnh Khánh Hòa,511,1,51101001,Phường Nha Trang,
2043,23,Tỉnh Khánh Hòa,511,2,51101002,Phường Bắc Nha Trang,
2044,23,Tỉnh Khánh Hòa,511,3,51101003,Phường Tây Nha Trang,
2045,23,Tỉnh Khánh Hòa,511,4,51101004,Phường Nam Nha Trang,
2046,23,Tỉnh Khánh Hòa,511,5,51109005,Phường Bắc Cam Ranh,
2047,23,Tỉnh Khánh Hòa,511,6,51109006,Phường Cam Ranh,
